HA,3,65,w1,w2,w3
2009,61,26,4,1,-3
2010,61,27,1,-1,-5
2011,61,27,1,-1,5
2012,61,29,3,-4,-2
2013,61,34,3,-4,3
2014,61,35,-3,5,-1
2015,61,36,2,4,4
2016,61,37,0,-6,1
2017,61,40,6,-2,0
2018,61,41,-4,0,-5
2019,61,41,-4,0,5
2020,61,49,-6,3,2
2021,61,50,-3,5,4
2022,61,51,-5,-5,1
2023,61,52,0,-6,-4
2024,61,54,-6,3,-3
2025,61,56,2,4,-6
2026,61,62,5,6,1
2027,61,65,6,-2,-5
2028,61,65,6,-2,5
2029,61,66,-5,-5,-4
2030,61,70,-3,5,-6
2031,61,72,0,-6,6
2032,61,77,5,6,-4
2033,61,86,-5,-5,6
2034,61,97,5,6,6
2035,62,8,0,2,2
2036,62,9,-3,0,0
2037,62,13,0,2,-3
2038,62,14,-1,-3,-2
2039,62,19,-1,-3,3
2040,62,26,3,4,-1
2041,62,30,-2,5,-1
2042,62,30,2,-1,-5
2043,62,30,2,-1,5
2044,62,30,5,1,2
2045,62,34,-3,0,-5
2046,62,34,-3,0,5
2047,62,35,5,1,-3
2048,62,36,4,-4,-2
2049,62,38,-5,3,2
2050,62,38,1,-6,1
2051,62,41,3,4,4
2052,62,41,4,-4,3
2053,62,42,-4,-5,1
2054,62,43,-5,3,-3
2055,62,44,-6,-2,-2
2056,62,45,-2,5,4
2057,62,49,-6,-2,3
2058,62,53,1,-6,-4
2059,62,57,-4,-5,-4
2060,62,61,3,4,-6
2061,62,65,-2,5,-6
2062,62,73,1,-6,6
2063,62,73,6,6,1
2064,62,77,-4,-5,6
2065,62,88,6,6,-4
2066,62,108,6,6,6
2067,63,9,1,2,2
2068,63,10,3,-1,0
2069,63,13,0,-3,-2
2070,63,14,1,2,-3
2071,63,18,0,-3,3
2072,63,27,-1,5,-1
2073,63,29,-4,3,2
2074,63,29,-2,0,-5
2075,63,29,-2,0,5
2076,63,33,-5,-2,-2
2077,63,33,4,4,-1
2078,63,34,-4,3,-3
2079,63,35,-3,-5,1
2080,63,35,3,-1,-5
2081,63,35,3,-1,5
2082,63,38,-5,-2,3
2083,63,41,2,-6,1
2084,63,41,6,1,2
2085,63,42,-1,5,4
2086,63,45,5,-4,-2
2087,63,46,6,1,-3
2088,63,48,4,4,4
2089,63,50,-3,-5,-4
2090,63,50,5,-4,3
2091,63,56,2,-6,-4
2092,63,62,-1,5,-6
2093,63,68,4,4,-6
2094,63,70,-3,-5,6
2095,63,73,-6,6,-1
2096,63,76,2,-6,6
2097,63,88,-6,6,4
2098,63,108,-6,6,-6
2099,64,12,2,2,2
2100,64,14,1,-3,-2
2101,64,17,2,2,-3
2102,64,17,4,-1,0
2103,64,19,1,-3,3
2104,64,22,-3,3,2
2105,64,24,-4,-2,-2
2106,64,26,-1,0,-5
2107,64,26,-1,0,5
2108,64,26,0,5,-1
2109,64,27,-3,3,-3
2110,64,29,-4,-2,3
2111,64,30,-2,-5,1
2112,64,37,-6,1,0
2113,64,41,0,5,4
2114,64,42,4,-1,-5
2115,64,42,4,-1,5
2116,64,42,5,4,-1
2117,64,45,-2,-5,-4
2118,64,46,3,-6,1
2119,64,56,6,-4,-2
2120,64,57,5,4,4
2121,64,61,0,5,-6
2122,64,61,3,-6,-4
2123,64,61,6,-4,3
2124,64,62,-6,1,-5
2125,64,62,-6,1,5
2126,64,62,-5,6,-1
2127,64,65,-2,-5,6
2128,64,77,-5,6,4
2129,64,77,5,4,-6
2130,64,81,3,-6,6
2131,64,97,-5,6,-6
