HA,3,87,w1,w2,w3
1034,42,59,5,5,-3
1035,42,65,-6,2,5
1036,42,77,4,-5,6
1037,42,81,-6,-3,6
1038,43,9,-2,-1,2
1039,43,17,3,-2,2
1040,43,18,1,-4,-1
1041,43,19,3,3,1
1042,43,21,-2,4,1
1043,43,24,-4,2,-2
1044,43,26,-4,-3,-1
1045,43,26,0,1,5
1046,43,27,-1,-1,-5
1047,43,40,6,0,-2
1048,43,45,4,-2,-5
1049,43,46,1,6,-3
1050,43,49,-2,-6,3
1051,43,50,5,0,5
1052,43,52,0,-4,6
1053,43,52,0,6,4
1054,43,53,-1,-6,-4
1055,43,53,-1,4,-6
1056,43,54,-5,2,5
1057,43,61,-6,0,-5
1058,43,61,4,3,-6
1059,43,62,6,-5,-1
1060,43,66,5,5,4
1061,43,70,-5,-3,6
1062,43,70,6,5,-3
1063,43,77,-6,-5,-4
1064,43,86,5,-5,6
1065,43,97,-6,5,-6
1066,44,9,2,1,-2
1067,44,17,-3,2,-2
1068,44,18,-1,4,1
1069,44,19,-3,-3,-1
1070,44,21,2,-4,-1
1071,44,24,4,-2,2
1072,44,26,0,-1,-5
1073,44,26,4,3,1
1074,44,27,1,1,5
1075,44,40,-6,0,2
1076,44,45,-4,2,5
1077,44,46,-1,-6,3
1078,44,49,2,6,-3
1079,44,50,-5,0,-5
1080,44,52,0,-6,-4
1081,44,52,0,4,-6
1082,44,53,1,-4,6
1083,44,53,1,6,4
1084,44,54,5,-2,-5
1085,44,61,-4,-3,6
1086,44,61,6,0,5
1087,44,62,-6,5,1
1088,44,66,-5,-5,-4
1089,44,70,-6,-5,3
1090,44,70,5,3,-6
1091,44,77,6,5,4
1092,44,86,-5,5,-6
1093,44,97,6,-5,6
1094,45,12,-2,2,-2
1095,45,14,-2,-3,-1
1096,45,14,3,1,-2
1097,45,17,0,4,1
1098,45,26,3,-4,-1
1099,45,27,1,-1,-5
1100,45,29,-5,0,2
1101,45,30,2,1,5
1102,45,33,5,-2,2
1103,45,35,5,3,1
1104,45,38,-3,2,5
1105,45,41,-4,0,-5
1106,45,45,0,-6,3
1107,45,51,-5,5,1
1108,45,53,1,-6,-4
1109,45,53,1,4,-6
1110,45,54,-3,-3,6
1111,45,54,3,6,-3
1112,45,56,2,-4,6
1113,45,56,2,6,4
1114,45,57,-4,-5,-4
1115,45,59,-5,-5,3
1116,45,65,6,-2,-5
1117,45,77,-4,5,-6
1118,45,81,6,3,-6
1119,46,9,-1,2,-2
1120,46,11,-1,-3,-1
1121,46,18,1,4,1
1122,46,20,-4,0,2
1123,46,21,4,1,-2
1124,46,30,2,-1,-5
1125,46,33,-2,2,5
1126,46,33,4,-4,-1
1127,46,34,-3,0,-5
1128,46,35,3,1,5
1129,46,41,-6,-2,-1
1130,46,42,-4,5,1
1131,46,44,6,-2,2
1132,46,46,1,-6,3
1133,46,46,6,3,1
1134,46,49,-6,3,-2
1135,46,49,-2,-3,6
1136,46,50,-4,-5,3
1137,46,50,-3,-5,-4
1138,46,56,2,-6,-4
1139,46,56,2,4,-6
1140,46,61,3,-4,6
1141,46,61,3,6,4
1142,46,61,4,6,-3
1143,46,70,-3,5,-6
1144,47,9,2,-1,2
1145,47,10,0,-3,-1
1146,47,13,-3,0,2
1147,47,21,2,4,1
1148,47,29,-2,0,-5
1149,47,30,-5,-2,-1
1150,47,30,-1,2,5
1151,47,30,5,1,-2
1152,47,35,-3,5,1
1153,47,35,3,-1,-5
1154,47,38,-5,3,-2
1155,47,42,4,1,5
1156,47,42,5,-4,-1
1157,47,43,-3,-5,3
1158,47,45,-2,-5,-4
1159,47,46,-1,-3,6
1160,47,49,2,-6,3
1161,47,61,3,-6,-4
1162,47,61,3,4,-6
1163,47,65,-2,5,-6
1164,47,68,4,-4,6
1165,47,68,4,6,4
1166,47,70,-6,3,5
1167,47,70,5,6,-3
1168,47,76,-6,-2,6
1169,48,9,1,2,-2
1170,48,11,1,-3,-1
1171,48,14,3,-1,2
1172,48,21,-4,-2,-1
1173,48,26,-1,0,-5
1174,48,26,3,4,1
1175,48,29,-4,3,-2
1176,48,29,0,2,5
1177,48,30,-2,5,1
1178,48,38,-2,-5,3
1179,48,41,6,1,-2
1180,48,42,-1,-5,-4
1181,48,42,4,-1,-5
1182,48,45,0,-3,6
1183,48,51,5,1,5
1184,48,53,6,-4,-1
1185,48,54,3,-6,3
1186,48,59,-5,3,5
1187,48,62,-6,1,-5
1188,48,62,-1,5,-6
1189,48,65,-5,-2,6
1190,48,68,-6,-4,-4
1191,48,68,4,-6,-4
1192,48,68,4,4,-6
1193,48,77,5,-4,6
1194,48,77,5,6,4
1195,48,81,6,6,-3
1196,48,108,-6,6,-6
1197,49,12,2,2,-2
1198,49,14,-3,-2,-1
1199,49,14,2,-3,-1
1200,49,21,4,-1,2
1201,49,22,-3,3,-2
1202,49,25,0,0,-5
1203,49,27,-1,5,1
1204,49,30,1,2,5
1205,49,33,4,4,1
1206,49,35,-1,-5,3
1207,49,41,-6,1,2
1208,49,41,0,-5,-4
1209,49,46,1,-3,6
1210,49,50,-4,3,5
1211,49,51,-5,1,-5
1212,49,51,5,-1,-5
1213,49,56,-4,-2,6
1214,49,57,-5,-4,-4
1215,49,61,-6,-4,3
1216,49,61,0,5,-6
1217,49,61,4,-6,3
1218,49,62,6,1,5
1219,49,73,-6,6,1
1220,49,77,5,-6,-4
1221,49,77,5,4,-6
1222,49,88,6,-4,6
1223,49,88,6,6,4
1224,49,97,-5,6,-6
1225,50,9,-2,-2,-1
1226,50,17,-2,3,-2
1227,50,17,3,2,-2
1228,50,19,3,-3,-1
1229,50,26,0,5,1
1230,50,26,1,0,-5
1231,50,30,-5,1,2
1232,50,30,5,-1,2
1233,50,33,2,2,5
1234,50,34,0,-5,3
1235,50,42,-4,1,-5
1236,50,42,1,-5,-4
1237,50,42,5,4,1
1238,50,43,-3,3,5
1239,50,48,-4,-4,-4
1240,50,49,-3,-2,6
1241,50,49,2,-3,6
1242,50,50,-5,-4,3
1243,50,62,-5,6,1
1244,50,62,1,5,-6
1245,50,62,6,-1,-5
1246,50,70,5,-6,3
1247,50,88,-4,6,-6
1248,50,88,6,-6,-4
1249,50,88,6,4,-6
1250,51,6,-1,-2,-1
1251,51,14,-1,3,-2
1252,51,21,-4,1,2
1253,51,24,4,2,-2
1254,51,26,4,-3,-1
1255,51,27,1,5,1
1256,51,29,2,0,-5
1257,51,35,-3,1,-5
1258,51,35,1,-5,3
1259,51,38,-6,-1,-1
1260,51,38,-2,3,5
1261,51,38,3,2,5
1262,51,41,-4,-4,3
1263,51,41,-3,-4,-4
1264,51,41,6,-1,2
1265,51,44,-2,-2,6
1266,51,45,2,-5,-4
1267,51,53,-4,6,1
1268,51,53,6,4,1
1269,51,54,3,-3,6
1270,51,56,-6,4,-2
1271,51,65,2,5,-6
1272,51,72,-6,-6,0
1273,51,81,-3,6,-6
1274,51,81,6,-6,3
1275,52,8,2,0,2
1276,52,13,0,3,-2
1277,52,14,-3,1,2
1278,52,27,-5,-1,-1
1279,52,30,-2,1,-5
1280,52,30,2,5,1
1281,52,33,5,2,-2
1282,52,34,-3,-4,3
1283,52,34,3,0,-5
1284,52,35,-1,3,5
1285,52,35,5,-3,-1
1286,52,36,-2,-4,-4
1287,52,38,2,-5,3
1288,52,41,-1,-2,6
1289,52,45,-5,4,-2
1290,52,45,4,2,5
1291,52,46,-3,6,1
1292,52,50,3,-5,-4
1293,52,61,-5,-6,0
1294,52,61,4,-3,6
1295,52,70,3,5,-6
1296,52,73,-6,-1,6
1297,52,76,-2,6,-6
1298,52,77,-6,4,5
1299,53,9,-2,1,2
1300,53,13,3,0,2
1301,53,14,1,3,-2
1302,53,18,-4,-1,-1
1303,53,27,-1,1,-5
1304,53,29,-2,-4,3
1305,53,33,-1,-4,-4
1306,53,34,0,3,5
1307,53,35,3,5,1
1308,53,36,-4,4,-2
1309,53,40,0,-2,6
1310,53,41,-2,6,1
1311,53,41,4,0,-5
1312,53,43,3,-5,3
1313,53,44,6,2,-2
1314,53,46,6,-3,-1
1315,53,52,-4,-6,0
1316,53,54,5,2,5
1317,53,57,4,-5,-4
1318,53,61,-6,-3,-4
1319,53,62,-5,-1,6
1320,53,65,-6,2,-5
1321,53,66,-5,4,5
1322,53,70,5,-3,6
1323,53,73,-1,6,-6
1324,53,77,4,5,-6
1325,54,9,2,-2,-1
1326,54,11,-3,-1,-1
1327,54,17,2,3,-2
1328,54,20,4,0,2
1329,54,26,-1,-4,3
1330,54,26,0,1,-5
1331,54,29,-3,4,-2
1332,54,32,0,-4,-4
1333,54,35,1,3,5
1334,54,38,-1,6,1
1335,54,41,1,-2,6
1336,54,42,4,5,1
1337,54,44,-6,2,2
1338,54,45,-3,-6,0
1339,54,50,-5,-3,-4
1340,54,50,4,-5,3
1341,54,50,5,0,-5
1342,54,53,-4,-1,6
1343,54,54,-6,-3,3
1344,54,54,-5,2,-5
1345,54,57,-4,4,5
1346,54,65,6,2,5
1347,54,66,5,-5,-4
1348,54,72,0,6,-6
1349,54,81,6,-3,6
1350,54,86,5,5,-6
1351,55,6,-2,-1,-1
1352,55,14,3,-2,-1
1353,55,22,3,3,-2
1354,55,24,-2,4,-2
1355,55,25,0,-4,3
1356,55,27,1,1,-5
1357,55,29,5,0,2
1358,55,33,-5,2,2
1359,55,33,1,-4,-4
1360,55,37,0,6,1
1361,55,38,2,3,5
1362,55,40,-2,-6,0
1363,55,41,-4,-3,-4
1364,55,43,-5,-3,3
1365,55,44,2,-2,6
1366,55,45,-4,2,-5
1367,55,46,-3,-1,6
1368,55,50,-3,4,5
1369,55,51,5,5,1
1370,55,59,5,-5,3
1371,55,61,6,0,-5
1372,55,73,1,6,-6
1373,55,77,6,-5,-4
1374,55,97,6,5,-6
1375,56,6,1,1,2
1376,56,21,-1,4,-2
1377,56,21,4,-2,-1
1378,56,24,-4,2,2
1379,56,26,1,-4,3
1380,56,29,4,3,-2
1381,56,30,2,1,-5
1382,56,34,-4,-3,3
1383,56,34,-3,-3,-4
1384,56,36,2,-4,-4
1385,56,37,-6,0,-1
1386,56,37,-1,-6,0
1387,56,38,-3,2,-5
1388,56,38,1,6,1
1389,56,40,6,0,2
1390,56,41,-2,-1,6
1391,56,43,3,3,5
1392,56,45,-2,4,5
1393,56,49,3,-2,6
1394,56,61,-6,-5,0
1395,56,62,6,5,1
1396,56,65,-6,5,-2
1397,56,70,6,-5,3
1398,56,76,2,6,-6
1399,57,9,2,1,2
1400,57,17,-3,2,2
1401,57,20,0,4,-2
1402,57,26,-5,0,-1
1403,57,27,-3,-3,3
1404,57,29,-2,-3,-4
1405,57,29,2,-4,3
1406,57,30,5,-2,-1
1407,57,33,-2,2,-5
1408,57,35,3,1,-5
1409,57,36,0,-6,0
1410,57,38,-1,-1,6
1411,57,38,5,3,-2
1412,57,41,2,6,1
1413,57,41,3,-4,-4
1414,57,42,-1,4,5
1415,57,50,-5,-5,0
1416,57,50,4,3,5
1417,57,54,-5,5,-2
1418,57,56,4,-2,6
1419,57,72,-6,0,6
1420,57,81,3,6,-6
1421,57,86,-6,5,5
1422,58,12,-2,2,2
1423,58,14,3,1,2
1424,58,17,-4,0,-1
1425,58,21,1,4,-2
1426,58,22,-2,-3,3
1427,58,26,-1,-3,-4
1428,58,30,-1,2,-5
1429,58,34,3,-4,3
1430,58,37,0,-1,6
1431,58,37,1,-6,0
1432,58,41,-4,-5,0
1433,58,41,0,4,5
1434,58,41,6,-2,-1
1435,58,42,4,1,-5
1436,58,45,-4,5,-2
1437,58,46,3,6,1
1438,58,48,4,-4,-4
1439,58,49,6,3,-2
1440,58,56,-6,-2,-4
1441,58,59,5,3,5
1442,58,61,-5,0,6
1443,58,65,5,-2,6
1444,58,70,-6,3,-5
1445,58,75,-5,5,5
1446,58,88,4,6,-6
1447,59,9,-1,2,2
1448,59,10,-3,0,-1
1449,59,19,-1,-3,3
1450,59,21,4,1,2
1451,59,24,2,4,-2
1452,59,25,0,-3,-4
1453,59,29,0,2,-5
1454,59,34,-3,-5,0
1455,59,38,-3,5,-2
1456,59,38,1,-1,6
1457,59,40,2,-6,0
1458,59,41,4,-4,3
1459,59,42,1,4,5
1460,59,45,-5,-2,-4
1461,59,49,-6,-2,3
1462,59,49,-6,3,2
1463,59,51,5,1,-5
1464,59,52,-4,0,6
1465,59,53,4,6,1
1466,59,57,5,-4,-4
1467,59,59,-5,3,-5
1468,59,66,-4,5,5
1469,59,70,6,3,5
1470,59,76,6,-2,6
1471,59,97,5,6,-6
1472,60,8,0,2,2
1473,60,11,3,-1,-1
1474,60,18,0,-3,3
1475,60,26,1,-3,-4
1476,60,29,-2,-5,0
1477,60,29,3,4,-2
1478,60,30,1,2,-5
1479,60,30,5,1,2
1480,60,33,-2,5,-2
1481,60,36,-4,-2,-4
1482,60,38,-5,-2,3
1483,60,38,-5,3,2
1484,60,41,2,-1,6
1485,60,45,-3,0,6
1486,60,45,2,4,5
1487,60,45,3,-6,0
1488,60,50,-4,3,-5
1489,60,50,5,-4,3
1490,60,59,-3,5,5
1491,60,62,5,6,1
1492,60,62,6,1,-5
1493,60,68,6,-4,-4
1494,60,108,6,6,-6
1495,61,9,1,2,2
1496,61,18,4,-1,-1
1497,61,19,1,-3,3
1498,61,26,-1,-5,0
1499,61,29,-4,-2,3
1500,61,29,-4,3,2
1501,61,29,-3,-2,-4
1502,61,29,2,-3,-4
1503,61,30,-1,5,-2
1504,61,33,2,2,-5
1505,61,36,4,4,-2
1506,61,38,-6,1,-1
1507,61,40,-2,0,6
1508,61,41,6,1,2
1509,61,43,-3,3,-5
1510,61,46,3,-1,6
1511,61,50,3,4,5
1512,61,52,-6,-4,0
1513,61,52,4,-6,0
1514,61,54,-2,5,5
1515,61,61,6,-4,3
1516,61,73,6,6,1
1517,61,76,-6,6,-2
1518,62,12,2,2,2
1519,62,22,-3,-2,3
1520,62,22,-3,3,2
1521,62,22,2,-3,3
1522,62,24,-2,-2,-4
1523,62,25,0,-5,0
1524,62,27,-5,1,-1
1525,62,27,5,-1,-1
1526,62,29,0,5,-2
1527,62,34,3,-3,-4
1528,62,37,-1,0,6
1529,62,38,-2,3,-5
1530,62,38,3,2,-5
1531,62,41,-5,-4,0
1532,62,45,5,4,-2
1533,62,51,-1,5,5
1534,62,53,4,-1,6
1535,62,57,4,4,5
1536,62,61,5,-6,0
1537,62,65,-5,6,-2
1538,62,73,-6,1,6
1539,62,97,-6,6,5
1540,63,17,-2,-2,3
1541,63,17,-2,3,2
1542,63,17,3,2,2
1543,63,18,-4,1,-1
1544,63,21,-1,-2,-4
1545,63,26,1,-5,0
1546,63,27,3,-3,3
1547,63,30,1,5,-2
1548,63,32,-4,-4,0
1549,63,35,-1,3,-5
1550,63,36,0,0,6
1551,63,38,6,-1,-1
1552,63,41,4,-3,-4
1553,63,45,4,2,-5
1554,63,50,0,5,5
1555,63,53,-6,-1,-4
1556,63,56,-4,6,-2
1557,63,56,6,4,-2
1558,63,62,-5,1,6
1559,63,62,5,-1,6
1560,63,66,5,4,5
1561,63,72,6,-6,0
1562,63,77,-6,4,-5
1563,63,81,-6,-6,-3
1564,63,86,-5,6,5
1565,64,11,-3,1,-1
1566,64,14,-1,-2,3
1567,64,14,-1,3,2
1568,64,20,0,-2,-4
1569,64,24,4,2,2
1570,64,25,-3,-4,0
1571,64,29,2,-5,0
1572,64,33,2,5,-2
1573,64,34,0,3,-5
1574,64,34,4,-3,3
1575,64,37,1,0,6
1576,64,42,-5,-1,-4
1577,64,46,-6,-1,3
1578,64,49,-3,6,-2
1579,64,50,5,-3,-4
1580,64,51,1,5,5
1581,64,53,-4,1,6
1582,64,54,5,2,-5
1583,64,56,-6,4,2
1584,64,66,-5,4,-5
1585,64,70,-5,-6,-3
1586,64,73,6,-1,6
1587,64,77,-4,6,5
1588,64,77,6,4,5
1589,64,88,-6,-6,4
1590,65,10,3,0,-1
1591,65,13,0,-2,3
1592,65,13,0,3,2
1593,65,20,-2,-4,0
1594,65,21,1,-2,-4
1595,65,33,-4,-1,-4
1596,65,33,5,2,2
1597,65,34,3,-5,0
1598,65,35,-5,-1,3
1599,65,35,1,3,-5
1600,65,38,3,5,-2
1601,65,40,2,0,6
1602,65,43,5,-3,3
1603,65,44,-2,6,-2
1604,65,45,-5,4,2
1605,65,46,-3,1,6
1606,65,54,2,5,5
1607,65,57,-4,4,-5
1608,65,61,-4,-6,-3
1609,65,61,6,-3,-4
1610,65,65,6,2,-5
1611,65,70,-3,6,5
1612,65,77,-5,-6,4
1613,66,14,1,-2,3
1614,66,14,1,3,2
1615,66,17,-1,-4,0
1616,66,17,4,0,-1
1617,66,24,2,-2,-4
1618,66,26,-4,-1,3
1619,66,26,-3,-1,-4
1620,66,36,-4,4,2
1621,66,38,2,3,-5
1622,66,41,-6,2,-1
1623,66,41,-2,1,6
1624,66,41,-1,6,-2
1625,66,41,4,-5,0
1626,66,44,6,2,2
1627,66,45,-6,-3,0
1628,66,45,3,0,6
1629,66,45,4,5,-2
1630,66,50,-3,4,-5
1631,66,54,-3,-6,-3
1632,66,54,6,-3,3
1633,66,59,3,5,5
1634,66,65,-2,6,5
1635,66,68,-4,-6,4
1636,67,16,0,-4,0
1637,67,17,2,-2,3
1638,67,17,2,3,2
1639,67,19,-3,-1,3
1640,67,21,-2,-1,-4
1641,67,26,5,0,-1
1642,67,29,-3,4,2
1643,67,29,3,-2,-4
1644,67,30,-5,2,-1
1645,67,34,-5,-3,0
1646,67,38,-1,1,6
1647,67,40,0,6,-2
1648,67,43,3,3,-5
1649,67,45,-2,4,-5
1650,67,49,-2,-6,-3
1651,67,50,5,-5,0
1652,67,52,4,0,6
1653,67,54,5,5,-2
1654,67,61,-3,-6,4
1655,67,62,-1,6,5
1656,67,66,4,5,5
1657,67,76,-6,2,6
1658,68,14,-2,-1,3
1659,68,17,1,-4,0
1660,68,18,-1,-1,-4
1661,68,21,-4,2,-1
1662,68,22,3,-2,3
1663,68,22,3,3,2
1664,68,24,-2,4,2
1665,68,25,-4,-3,0
1666,68,36,4,-2,-4
1667,68,37,0,1,6
1668,68,37,6,0,-1
1669,68,41,1,6,-2
1670,68,42,-1,4,-5
1671,68,46,-1,-6,-3
1672,68,50,4,3,-5
1673,68,52,-6,0,-4
1674,68,56,-2,-6,4
1675,68,61,0,6,5
1676,68,61,5,0,6
1677,68,61,6,-5,0
1678,68,65,-5,2,6
1679,68,65,6,5,-2
1680,68,70,-6,-5,-3
1681,68,75,5,5,5
1682,68,86,-6,5,-5
1683,69,11,-1,-1,3
1684,69,14,-3,2,-1
1685,69,17,0,-1,-4
1686,69,18,-3,-3,0
1687,69,20,2,-4,0
1688,69,21,-1,4,2
1689,69,29,4,-2,3
1690,69,29,4,3,2
1691,69,38,1,1,6
1692,69,41,-5,0,-4
1693,69,41,0,4,-5
1694,69,44,2,6,-2
1695,69,45,-6,0,3
1696,69,45,0,-6,-3
1697,69,45,5,-2,-4
1698,69,53,-1,-6,4
1699,69,56,-4,2,6
1700,69,59,-5,-5,-3
1701,69,59,5,3,-5
1702,69,62,1,6,5
1703,69,65,-6,5,2
1704,69,72,6,0,6
1705,69,75,-5,5,-5
1706,69,77,-6,-5,4
1707,69,86,6,5,5
1708,70,10,0,-1,3
1709,70,11,3,1,-1
1710,70,13,-2,-3,0
1711,70,18,1,-1,-4
1712,70,20,0,4,2
1713,70,25,3,-4,0
1714,70,32,-4,0,-4
1715,70,34,-5,0,3
1716,70,38,5,-2,3
1717,70,38,5,3,2
1718,70,41,2,1,6
1719,70,42,1,4,-5
1720,70,46,1,-6,-3
1721,70,49,-3,2,6
1722,70,49,3,6,-2
1723,70,50,-4,-5,-3
1724,70,52,0,-6,4
1725,70,54,-5,5,2
1726,70,56,6,-2,-4
1727,70,65,2,6,5
1728,70,66,-5,-5,4
1729,70,66,-4,5,-5
1730,70,70,6,3,-5
1731,71,10,-1,-3,0
1732,71,11,1,-1,3
1733,71,18,4,1,-1
1734,71,21,1,4,2
1735,71,21,2,-1,-4
1736,71,25,-4,0,3
1737,71,25,-3,0,-4
1738,71,32,4,-4,0
1739,71,40,-6,-2,0
1740,71,43,-3,-5,-3
1741,71,44,-2,2,6
1742,71,45,-4,5,2
1743,71,45,2,4,-5
1744,71,46,-6,3,-1
1745,71,46,3,1,6
1746,71,49,2,-6,-3
1747,71,49,6,-2,3
1748,71,49,6,3,2
1749,71,53,1,-6,4
1750,71,56,4,6,-2
1751,71,57,-4,-5,4
1752,71,59,-3,5,-5
1753,71,70,3,6,5
1754,72,9,0,-3,0
1755,72,14,2,-1,3
1756,72,18,-3,0,3
1757,72,20,-2,0,-4
1758,72,24,2,4,2
1759,72,26,3,-1,-4
1760,72,27,5,1,-1
1761,72,29,-5,-2,0
1762,72,35,-5,3,-1
1763,72,38,-3,5,2
1764,72,38,-2,-5,-3
1765,72,41,-1,2,6
1766,72,41,5,-4,0
1767,72,50,-3,-5,4
1768,72,50,3,4,-5
1769,72,53,4,1,6
1770,72,54,-2,5,-5
1771,72,54,3,-6,-3
1772,72,56,2,-6,4
1773,72,65,5,6,-2
1774,72,77,4,6,5
1775,72,81,-6,3,6
1776,73,10,1,-3,0
1777,73,13,-2,0,3
1778,73,17,-1,0,-4
1779,73,19,3,-1,3
1780,73,20,-4,-2,0
1781,73,26,-4,3,-1
1782,73,29,3,4,2
1783,73,33,-2,5,2
1784,73,33,4,-1,-4
1785,73,35,-1,-5,-3
1786,73,38,6,1,-1
1787,73,40,0,2,6
1788,73,45,-2,-5,4
1789,73,51,-1,5,-5
1790,73,52,6,-4,0
1791,73,53,-6,1,-4
1792,73,57,4,4,-5
1793,73,61,-6,-4,-3
1794,73,61,3,-6,4
1795,73,61,4,-6,-3
1796,73,62,5,1,6
1797,73,70,-5,3,6
1798,73,76,6,6,-2
1799,73,86,5,6,5
1800,73,97,-6,6,-5
1801,74,10,-1,0,3
1802,74,13,-3,-2,0
1803,74,13,2,-3,0
1804,74,16,0,0,-4
1805,74,19,-3,3,-1
1806,74,26,4,-1,3
1807,74,30,-1,5,2
1808,74,34,0,-5,-3
1809,74,36,4,4,2
1810,74,41,1,2,6
1811,74,42,-5,1,-4
1812,74,42,-1,-5,4
1813,74,42,5,-1,-4
1814,74,46,-6,1,3
1815,74,50,-5,-4,-3
1816,74,50,0,5,-5
1817,74,61,-4,3,6
1818,74,66,5,4,-5
1819,74,68,-6,-4,4
1820,74,68,4,-6,4
1821,74,70,5,-6,-3
1822,74,73,6,1,6
1823,74,76,-6,6,2
1824,74,86,-5,6,-5
1825,74,97,6,6,5
1826,75,9,0,0,3
1827,75,14,-2,3,-1
1828,75,14,3,2,-1
1829,75,17,1,0,-4
1830,75,18,3,-3,0
1831,75,29,0,5,2
1832,75,33,-4,1,-4
1833,75,35,-5,1,3
1834,75,35,1,-5,-3
1835,75,35,5,-1,3
1836,75,41,-4,-4,-3
1837,75,41,0,-5,4
1838,75,44,2,2,6
1839,75,45,5,4,2
1840,75,51,1,5,-5
1841,75,53,6,-1,-4
1842,75,54,-3,3,6
1843,75,57,-5,-4,4
1844,75,65,-5,6,2
1845,75,77,-4,6,-5
1846,75,77,5,-6,4
1847,75,77,6,4,-5
1848,75,81,6,-6,-3
1849,75,108,-6,-6,-6
1850,76,10,1,0,3
1851,76,11,-1,3,-1
1852,76,20,2,0,-4
1853,76,21,4,2,-1
1854,76,25,4,-3,0
1855,76,26,-4,1,3
1856,76,26,-3,1,-4
1857,76,30,1,5,2
1858,76,34,-3,-4,-3
1859,76,37,-6,-1,0
1860,76,38,2,-5,-3
1861,76,42,1,-5,4
1862,76,46,6,-1,3
1863,76,48,-4,-4,4
1864,76,49,-2,3,6
1865,76,49,3,2,6
1866,76,53,-6,4,-1
1867,76,54,2,5,-5
1868,76,56,-4,6,2
1869,76,56,6,4,2
1870,76,70,-3,6,-5
1871,76,73,-6,-6,1
1872,76,88,6,-6,4
1873,76,97,-5,-6,-6
1874,77,10,0,3,-1
1875,77,13,2,0,3
1876,77,19,-3,1,3
1877,77,21,-2,1,-4
1878,77,25,3,0,-4
1879,77,26,-5,-1,0
1880,77,29,-2,-4,-3
1881,77,30,5,2,-1
1882,77,33,2,5,2
1883,77,34,5,-3,0
1884,77,41,-3,-4,4
1885,77,42,-5,4,-1
1886,77,43,3,-5,-3
1887,77,45,2,-5,4
1888,77,46,-1,3,6
1889,77,49,-3,6,2
1890,77,56,4,2,6
1891,77,59,3,5,-5
1892,77,62,-5,-6,1
1893,77,65,-2,6,-5
1894,77,88,-6,4,6
1895,77,88,-4,-6,-6
1896,78,11,1,3,-1
1897,78,14,-2,1,3
1898,78,17,-4,-1,0
1899,78,18,-1,1,-4
1900,78,18,3,0,3
1901,78,26,-1,-4,-3
1902,78,32,4,0,-4
1903,78,33,-4,4,-1
1904,78,36,-2,-4,4
1905,78,38,3,5,2
1906,78,41,6,2,-1
1907,78,44,-2,6,2
1908,78,45,0,3,6
1909,78,45,6,-3,0
1910,78,50,3,-5,4
1911,78,50,4,-5,-3
1912,78,53,-4,-6,1
1913,78,54,-6,-3,-3
1914,78,56,-6,2,-4
1915,78,62,-1,6,-5
1916,78,65,5,2,6
1917,78,66,4,5,-5
1918,78,77,-5,4,6
1919,78,81,-3,-6,-6
1920,79,10,-3,-1,0
1921,79,11,-1,1,3
1922,79,14,2,3,-1
1923,79,17,0,1,-4
1924,79,25,0,-4,-3
1925,79,25,4,0,3
1926,79,26,-3,4,-1
1927,79,33,-1,-4,4
1928,79,41,-1,6,2
1929,79,41,5,0,-4
1930,79,43,-5,-3,-3
1931,79,45,-5,2,-4
1932,79,45,4,5,2
1933,79,46,-3,-6,1
1934,79,46,1,3,6
1935,79,49,-6,2,3
1936,79,57,4,-5,4
1937,79,59,5,-5,-3
1938,79,61,-6,-3,4
1939,79,61,0,6,-5
1940,79,68,-4,4,6
1941,79,75,5,5,-5
1942,79,76,-2,-6,-6
1943,79,76,6,2,6
1944,80,10,0,1,3
1945,80,13,3,-2,0
1946,80,18,1,1,-4
1947,80,19,3,3,-1
1948,80,21,-2,4,-1
1949,80,26,1,-4,-3
1950,80,32,0,-4,4
1951,80,34,-4,-3,-3
1952,80,34,5,0,3
1953,80,36,-4,2,-4
1954,80,38,-5,2,3
1955,80,40,0,6,2
1956,80,41,-2,-6,1
1957,80,49,2,3,6
1958,80,50,-5,-3,4
1959,80,52,6,0,-4
1960,80,54,5,5,2
1961,80,61,-3,4,6
1962,80,62,1,6,-5
1963,80,66,5,-5,4
1964,80,70,6,-5,-3
1965,80,73,-1,-6,-6
1966,80,86,6,5,-5
1967,80,97,-6,-5,-6
1968,81,11,1,1,3
1969,81,18,-1,4,-1
1970,81,20,4,-2,0
1971,81,21,2,1,-4
1972,81,26,4,3,-1
1973,81,27,-3,-3,-3
1974,81,29,-4,2,3
1975,81,29,-3,2,-4
1976,81,29,2,-4,-3
1977,81,33,1,-4,4
1978,81,36,-6,0,0
1979,81,38,-1,-6,1
1980,81,41,-4,-3,4
1981,81,41,1,6,2
1982,81,45,6,0,3
1983,81,54,3,3,6
1984,81,56,-2,4,6
1985,81,62,-6,-5,1
1986,81,62,-6,5,-1
1987,81,65,2,6,-5
1988,81,65,6,5,2
1989,81,72,0,-6,-6
1990,81,77,6,-5,4
1991,81,86,-5,-5,-6
1992,82,14,2,1,3
1993,82,17,0,4,-1
1994,82,22,-3,2,3
1995,82,22,-2,-3,-3
1996,82,24,-2,2,-4
1997,82,25,-5,0,0
1998,82,26,3,1,-4
1999,82,29,5,-2,0
2000,82,34,-3,-3,4
2001,82,34,3,-4,-3
2002,82,35,5,3,-1
2003,82,36,2,-4,4
2004,82,37,0,-6,1
2005,82,44,2,6,2
2006,82,51,-5,-5,1
2007,82,51,-5,5,-1
2008,82,53,-1,4,6
